date;montant
2020-03-04;375280.0
2020-04-06;46058.18
2020-04-08;289241.44
2020-04-09;900189.56
2020-05-20;375720.0
2020-06-17;378780.0
2020-07-03;292541.8
2020-07-06;911164.7
2020-07-16;443220.0
2020-09-16;404700.0
2020-10-02;296907.29
2020-10-06;932010.21
2020-10-21;98515.2
2020-11-02;1838323.2
2020-11-04;78172.92
2020-11-23;286300.0
2020-11-27;19788.0
2020-12-01;787852.8
2020-12-07;58910.4
2020-12-08;7853.66
2020-12-14;19788.0
2020-12-15;837848.16
2020-12-29;88896.0
2020-12-30;39450.0
2021-01-01;241516.13
2021-01-04;781723.87
2021-03-19;1100.0
2021-03-31;399320.0
2021-04-29;152092.46
2021-04-30;498055.54
2021-05-12;147144.96
2021-05-17;453485.04
2021-06-25;395160.0
2021-07-09;268360.98
2021-07-12;968799.02
2021-07-15;58780.0
2021-07-19;96414.0
2021-08-23;49398.0
2021-08-30;118236.0
2021-09-03;205980.0
2021-09-10;180060.0
2021-09-23;16800.0
2021-10-05;409040.0
2021-10-06;291447.33
2021-10-07;937806.17
2021-10-12;231564.0
2021-10-21;116798.4
2021-10-22;79188.0
2021-11-01;145867.26
2021-11-11;9498.0
2021-11-22;14882.0
2021-11-25;25540.0
2021-12-03;326120.0
2021-12-16;736699.5
2021-12-23;63063.84
2021-12-27;21840.0
2021-12-31;195909.56
2022-01-03;674387.94
2022-02-23;1100.0
2022-03-21;409000.0
2022-04-12;182130.08
2022-04-13;679429.13
2022-04-14;430257.79
2022-06-17;414160.0
2022-06-30;417960.0
2022-07-08;772437.06
2022-07-12;575280.94
2022-07-14;72697.2
2022-07-25;119688.0
2022-08-04;406680.0
2022-08-11;19734.0
2022-09-08;44476.8
2022-09-09;499374.34
2022-10-04;264978.0
2022-10-06;11004.0
2022-10-07;424458.58
2022-10-11;406680.0
2022-10-13;291725.24
2022-10-14;605849.68
2022-10-28;21126.0
2022-10-31;45948.48
2022-11-04;220860.0
2022-11-07;213660.0
2022-11-08;58440.0
2022-12-02;12168.0
2022-12-05;243814.04
2022-12-09;55450.5
2022-12-13;112140.0
2022-12-14;28820.0
2022-12-16;357528.6
2022-12-20;56760.0
2022-12-27;275259.98
2022-12-28;895214.52
2022-12-30;2699199.72
2023-01-02;78288.0
2023-01-04;605442.6
2023-01-06;114240.0
2023-01-09;679890.6
2023-01-13;90000.0
2023-03-01;217140.0
2023-03-02;184860.0
2023-04-04;288731.83
2023-04-05;1017131.17
2023-04-14;104970.0
2023-04-18;379170.9
2023-04-21;38917.2
2023-05-08;4998.75
2023-05-09;401280.0
2023-05-30;2344.45
2023-06-01;397520.0
2023-06-02;99996.0
2023-06-08;45978.0
2023-06-20;12528.0
2023-06-21;50606.8
2023-07-11;141457.48
2023-07-12;686309.8
2023-07-13;409836.22
2023-07-18;508494.0
2023-07-25;196332.0
2023-08-01;142042.26
2023-09-06;13392.0
2023-09-19;41004.0
2023-09-20;405040.0
2023-10-04;285761.05
2023-10-05;947053.45
2023-11-10;207167.4
2023-11-14;408700.0
2023-11-27;45820.0
2023-12-12;2062431.92
2023-12-16;141759.94
2023-12-18;449498.06
2023-12-20;967464.72
2023-12-22;7368.0
2023-12-27;554058.53
2023-12-28;94670.47
2023-12-29;4212.0
2024-01-03;1566.0
2024-01-08;83320.0
2024-01-09;11400.0
2024-03-08;402440.0
2024-04-04;286892.46
2024-04-08;943958.54
2024-04-26;402720.0
2024-05-08;532872.0
2024-05-10;55450.5
2024-06-10;402040.0
2024-06-28;82452.0
2024-07-10;286210.91
2024-07-11;942911.59
2024-07-18;65860.0
2024-07-22;45972.0
2024-08-01;419120.0
2024-08-06;28092.48
2024-09-06;102060.0
2024-09-18;24456.0
2024-09-20;50460.0
2024-09-23;391980.0
2024-10-15;276657.47
2024-10-16;926453.53
2024-10-30;318240.0
2024-11-11;40938.0
2024-11-14;8712.0
2024-11-21;1186668.0
2024-11-25;44760.0
2024-12-03;22960.0
2024-12-08;9600.0
2024-12-09;107850.0
2024-12-19;50052.0
2024-12-28;275282.36
2024-12-30;1003883.64
2024-12-31;11160.0
2025-01-06;17551.9
2025-01-07;21228.0
2025-01-09;158641.14
2025-01-13;291725.94
2025-02-27;389340.0
2025-04-02;389340.0
2025-04-08;234345.12
2025-04-09;843744.68
2025-04-10;109491.2
2025-05-09;186320.0
2025-05-12;205560.0
2025-05-21;4500.0
2025-05-26;50351.4
