date;montant
2020-03-30;11759.45
2020-03-31;2034.0
2020-04-02;10622.52
2020-04-28;678.0
2020-04-29;3540.84
2020-05-08;70411.0
2020-05-18;139223.2
2020-05-22;30528.0
2020-05-26;144930.84
2020-06-03;63481.9
2020-06-10;50946.0
2020-06-15;40002.6
2020-07-10;678.0
2020-07-13;3540.84
2020-07-24;125669.5
2020-08-13;44216.25
2020-08-24;11400.0
2020-08-28;235.2
2020-08-31;3685.18
2020-09-01;148417.83
2020-10-08;19800.0
2020-10-28;235.2
2020-11-02;23485.18
2020-11-27;29700.0
2020-12-11;235.2
2020-12-14;3685.18
2021-01-02;470.4
2021-01-04;7370.36
2021-03-30;164545.16
2021-04-29;197766.36
2021-06-09;101520.0
2021-06-10;49750.0
2021-06-11;116770.0
2021-06-14;39582.0
2021-06-24;2970.0
2021-07-08;2822.64
2021-07-09;16583.31
2021-07-13;3175.47
2021-07-14;35783.31
2021-07-15;58800.0
2021-08-24;27900.0
2021-09-03;34650.0
2021-09-10;2822.64
2021-09-13;14740.72
2021-09-20;4950.0
2022-04-27;3175.47
2022-04-28;16583.31
2022-05-17;1058.49
2022-05-18;5527.77
2022-05-30;29850.0
2022-05-31;150.0
2022-06-03;1058.49
2022-06-06;5527.77
2022-06-23;497230.06
2022-06-27;9867.0
2022-06-28;9900.05
2022-07-01;1058.49
2022-07-04;16207.77
2022-07-25;7140.0
2022-07-27;1020.0
2022-08-08;6586.26
2022-08-25;41799.8
2022-08-26;19974.8
2022-08-29;4118.49
2022-08-30;5527.77
2022-09-06;59402.4
2022-09-07;29675.88
2022-09-30;1058.49
2022-10-03;5527.77
2022-10-20;120274.0
2022-11-09;11724.19
2022-11-22;24360.0
2022-11-29;19767.96
2022-12-09;2004.66
2022-12-12;132238.62
2022-12-16;19173.0
2022-12-21;3720.0
2022-12-29;1002.33
2022-12-30;63754.31
2023-01-02;200000.0
2023-01-05;3840.0
2023-03-02;2180.52
2023-03-03;11386.8
2023-03-07;100000.0
2023-04-20;1090.26
2023-04-21;5693.4
2023-05-10;1110.06
2023-05-11;5796.8
2023-06-15;1110.06
2023-06-16;515662.65
2023-06-26;29689.04
2023-07-14;2180.52
2023-07-17;11386.8
2023-07-20;1110.06
2023-07-21;5796.8
2023-07-25;38640.0
2023-08-10;1836.9
2023-08-11;9592.4
2023-09-05;1836.9
2023-09-06;72854.54
2023-10-05;162288.0
2023-10-06;24731.6
2023-10-09;21636.9
2023-10-10;9592.4
2023-11-14;2563.74
2023-11-15;13388.0
2023-12-13;2563.74
2023-12-14;13388.0
2023-12-15;49761.0
2023-12-18;239.0
2024-01-04;2400.0
2024-01-08;12445.74
2024-01-09;13388.0
2024-01-26;1453.68
2024-01-29;7591.2
2024-04-23;6600.96
2024-04-24;39450.6
2024-05-16;17922.26
2024-06-10;4600.62
2024-06-11;24025.18
2024-07-19;157300.4
2024-07-22;12012.56
2024-08-13;2651.19
2024-08-15;118824.39
2024-09-04;2651.19
2024-09-06;32204.39
2024-09-12;522208.99
2024-09-18;14520.0
2024-10-09;2651.19
2024-10-10;13844.39
2024-10-23;130000.0
2024-11-12;2651.19
2024-11-13;13844.39
2024-12-15;2651.19
2024-12-17;13844.39
2024-12-20;110000.0
2024-12-30;7631.19
2024-12-31;36456.65
2025-01-13;49761.0
2025-01-16;9687.96
2025-01-17;4980.0
2025-03-17;5302.38
2025-03-18;27688.78
2025-04-04;4620.0
2025-04-12;2651.19
2025-04-14;13844.39
2025-04-30;4980.0
2025-05-12;2651.19
2025-05-13;13844.39
2025-05-19;393932.82
2025-05-20;8975.0
2025-06-02;2651.19
2025-06-03;36164.39
2025-07-04;2271.09
2025-07-07;11859.53
