date;montant
2023-03-09;750000.0
2023-04-12;40000.0
2023-04-21;175501.4
2023-06-08;34832.0
2023-06-09;168.0
2023-06-28;1400000.0
2023-07-13;21720.0
2023-07-24;2000.0
2023-07-31;43680.0
2023-08-01;26382.0
2023-08-08;22848.54
2023-10-18;15060.0
2023-11-03;3600.0
2023-11-22;60368.0
2023-12-07;13200.0
2024-01-03;23019944.0
2024-01-08;19200.0
2024-01-09;28812.0
2024-01-10;204516.0
2024-01-12;4914.92
2024-02-29;50000.0
2024-03-18;34833.0
2024-03-19;167.0
2024-08-19;29571.0
2024-09-27;56925.0
2024-10-18;266760.0
2024-12-19;18378.92
2024-12-26;11126.4
2025-01-06;66418.8
2025-01-09;755735.04
2025-02-14;1161484.52
2025-02-25;25000.0
2025-03-07;30000.0
2025-04-25;34833.0
2025-04-28;167.0
2025-05-12;51408.0
2025-05-13;257040.0
