date;montant
2020-02-19;12000.0
2020-02-21;55950.0
2020-02-25;12000.0
2020-02-26;96800.0
2020-03-23;55123.0
2020-03-24;277.0
2020-03-30;12000.0
2020-04-28;12000.0
2020-05-27;12000.0
2020-06-22;21.98
2020-06-25;13317.78
2020-06-26;81268.75
2020-06-30;4186.0
2020-07-24;12000.0
2020-08-27;12000.0
2020-08-28;20000.0
2020-09-28;12000.0
2020-10-27;12000.0
2020-11-25;10000.0
2020-11-27;12000.0
2020-12-21;66377.59
2020-12-23;5080.0
2020-12-24;6300.0
2020-12-28;627089.23
2020-12-29;1080.0
2020-12-30;25760.0
2021-01-29;534665.87
2021-03-01;68854.0
2021-03-02;58663.78
2021-03-25;4222.2
2021-03-26;33440.0
2021-03-29;36000.0
2021-04-27;79990.0
2021-04-29;12000.0
2021-05-27;11200.0
2021-06-11;59103.0
2021-06-14;297.0
2021-06-23;197160.0
2021-06-28;11200.0
2021-06-30;2100.0
2021-07-15;35226.92
2021-07-29;11200.0
2021-08-05;238344.0
2021-08-26;21110.34
2021-08-27;28699.13
2021-09-10;19680.0
2021-12-01;24239.72
2021-12-20;36800.0
2021-12-31;1959.95
2022-01-04;39590.76
2022-01-07;6380.0
2022-01-10;139940.0
2022-02-07;593025.81
2022-02-18;12699.8
2022-03-17;128254.0
2022-03-18;346.0
2022-03-29;45000.0
2022-03-30;49413.3
2022-04-06;17546.66
2022-04-12;59103.0
2022-04-13;297.0
2022-04-25;9809.91
2022-04-26;19758.46
2022-04-28;12186.66
2022-05-27;20918.81
2022-05-30;10800.0
2022-06-15;36874.91
2022-06-30;90315.59
2022-07-01;15373.33
2022-07-27;33000.0
2022-08-29;12000.0
2022-09-09;90000.0
2022-09-21;10000.0
2022-09-28;9286.8
2022-09-29;12000.0
2022-10-14;68080.0
2022-10-19;8660.0
2022-10-27;12000.0
2022-11-29;61096.8
2022-12-01;6340.0
2022-12-26;14833.2
2022-12-27;1641.6
2022-12-28;12400.0
2022-12-30;11400.0
2023-01-02;407076.0
2023-01-03;5960.0
2023-01-12;10124.4
2023-01-17;85260.0
2023-01-18;365.59
2023-02-01;450717.61
2023-02-24;50000.0
2023-03-13;15000.0
2023-03-27;60000.0
2023-03-29;1168.0
2023-03-30;24032.0
2023-04-05;59700.0
2023-04-06;300.0
2023-04-14;54430.5
2023-04-27;19536.84
2023-05-30;8400.0
2023-06-09;74640.0
2023-06-12;360.0
2023-06-26;8400.0
2023-07-28;9200.0
2023-08-10;27.46
2023-08-11;61518.24
2023-08-15;47381.37
2023-08-23;18756.84
2023-08-28;15837.6
2023-08-30;8400.0
2023-09-20;39240.0
2023-09-25;43966.75
2023-09-26;39000.0
2023-10-02;23200.0
2023-10-17;122713.0
2023-10-19;16000.0
2023-10-30;14820.0
2023-11-22;8118.75
2023-11-23;186731.25
2023-11-27;8440.0
2023-11-28;12800.0
2023-12-15;15000.0
2023-12-28;32000.0
2023-12-29;4543.5
2024-01-03;96412.5
2024-01-08;17950.62
2024-01-09;4620.0
2024-01-31;341766.47
2024-02-13;85000.0
2024-02-23;20000.0
2024-03-12;24000.0
2024-03-15;7424.56
2024-04-04;15712.28
2024-04-15;25020.0
2024-05-14;151618.0
2024-05-15;382.0
2024-05-20;44018.0
2024-05-24;4669.81
2024-06-10;12000.0
2024-06-11;59713.0
2024-06-12;287.0
2024-06-19;7795.04
2024-06-26;2600.0
2024-06-27;53560.0
2024-07-05;12000.0
2024-07-29;5020.0
2024-08-19;11600.0
2024-09-09;12400.0
2024-09-12;3897.52
2024-09-13;42668.89
2024-09-26;6960.0
2024-10-16;38552.56
2024-10-27;46447481.24
2024-10-28;2010.0
2024-11-05;20000.0
2024-11-07;4892697.0
2024-11-13;264400.0
2024-11-15;12000.0
2024-11-22;1948.76
2024-11-28;763.2
2024-12-04;5297318.0
2024-12-12;561.6
2024-12-16;20000.0
2024-12-18;20000.0
2024-12-19;4964499.5
2024-12-20;267674.15
2024-12-23;266470.0
2024-12-25;10000.0
2024-12-26;30000.0
2024-12-27;5000.0
2024-12-31;22572.0
2025-01-02;14460.0
2025-01-06;19.28
2025-01-07;13142.92
2025-01-16;29138.84
2025-02-03;427670.24
2025-02-21;110000.0
2025-03-19;22400.0
2025-04-22;47328.0
2025-04-23;13600.0
2025-04-24;17538.84
2025-05-12;12000.0
2025-05-15;17471468.0
2025-05-16;44785.0
2025-05-19;53879.6
2025-05-23;4840.66
2025-06-11;837600.0
2025-06-23;12000.0
2025-06-30;86.47
2025-07-01;19573.53
