date;montant
2020-05-18;199874.4
2020-05-22;35820.0
2020-05-26;150198.0
2020-06-03;49736.9
2020-08-26;1714.92
2020-08-27;8956.52
2020-09-04;1714.92
2020-09-07;8956.52
2020-10-06;1714.92
2020-10-07;8955.36
2021-01-07;39600.0
2021-01-08;100000.0
2021-01-09;1715.0
2021-01-12;108469.6
2021-01-14;29700.0
2021-04-20;6973.56
2021-04-21;36417.55
2021-04-30;263102.94
2021-05-07;2324.16
2021-05-10;12139.17
2021-06-07;1971.39
2021-06-08;10296.68
2021-06-25;199771.11
2021-07-13;3029.89
2021-07-14;15824.28
2021-07-16;200000.0
2021-08-05;14940.0
2021-08-09;100000.0
2021-08-30;158796.0
2021-09-07;4841.49
2021-09-08;25283.39
2021-10-22;15062.4
2021-11-17;1586.16
2022-03-23;194794.53
2022-04-11;7268.04
2022-04-12;37956.12
2022-05-06;39800.0
2022-05-09;230200.0
2022-05-18;3242.37
2022-05-19;16932.81
2022-06-10;3213.06
2022-06-13;16779.78
2022-06-17;98560.0
2022-07-05;10878.09
2022-07-06;18518.97
2022-07-15;19800.0
2022-08-16;3271.68
2022-08-17;17085.84
2022-09-14;3271.68
2022-09-15;68345.02
2022-09-16;60033.6
2022-10-18;17085.84
2022-11-21;3271.68
2022-12-02;2664.24
2022-12-05;13913.52
2022-12-09;2922.39
2022-12-12;15261.76
2022-12-26;34314.0
2022-12-27;20000.0
2023-01-04;9012.18
2023-01-09;39600.0
2023-01-12;1581.08
2023-01-18;2331.18
2023-01-26;1581.08
2023-03-10;6482.88
2023-03-13;33854.36
2023-04-11;141113.09
2023-04-20;3522.24
2023-04-21;18393.67
2023-05-09;113850.0
2023-05-15;80000.0
2023-05-17;42323.6
2023-05-18;143322.58
2023-05-29;726.84
2023-05-30;3795.6
2023-06-07;3522.24
2023-06-08;18393.67
2023-07-03;24750.0
2023-07-14;3522.24
2023-07-17;18393.67
2023-07-21;280.8
2023-07-24;1466.49
2023-08-04;10948.0
2023-08-07;52.0
2023-08-16;4090.53
2023-08-17;21361.42
2023-09-14;4090.53
2023-09-15;36210.52
2023-09-19;90238.47
2023-10-02;60000.0
2023-10-16;4090.53
2023-10-17;31541.15
2023-10-31;2970.0
2023-11-02;32043.6
2023-11-09;31260.0
2023-11-13;3727.11
2023-11-14;19463.62
2023-11-22;8700.0
2023-12-11;4090.53
2023-12-12;21361.42
2024-01-03;3106.13
2024-01-17;4090.53
2024-01-22;21361.42
2024-03-29;246994.43
2024-04-08;4466.85
2024-04-09;312793.34
2024-04-15;46652.98
2024-04-17;4466.85
2024-05-22;60622.1
2024-05-23;191.0
2024-06-06;3985.38
2024-06-07;20813.1
2024-06-10;1984.87
2024-06-13;10258.43
2024-06-19;6000.0
2024-06-26;4365.45
2024-06-27;22500.0
2024-07-19;20361.99
2024-07-24;1984.87
2024-08-19;130000.0
2024-09-04;8373.48
2024-09-06;21382.46
2024-09-13;10000.0
2024-09-18;110000.0
2024-09-20;4094.4
2024-09-23;21382.46
2024-09-26;4500.0
2024-10-16;4094.4
2024-10-17;21382.46
2024-11-20;30187.6
2024-12-15;5874.0
2024-12-17;15337.6
2024-12-30;18094.8
2024-12-31;7841.1
2025-01-02;15337.6
2025-01-06;2822.08
2025-01-16;1707.6
2025-03-21;35727.66
2025-03-26;11603.16
2025-04-12;284605.94
2025-04-15;44340.53
2025-04-16;23856.41
2025-04-18;9063.06
2025-04-28;280000.0
2025-05-29;23818.45
2025-06-06;9122.1
2025-06-10;23818.45
2025-07-07;13640.0
