date;montant
2020-07-15;69120.0
2020-09-11;620200.0
2020-09-21;228647.4
2020-10-13;355280.0
2020-11-17;14925.0
2020-11-19;75.0
2020-12-03;9895.31
2020-12-17;60750.0
2021-01-04;3558.06
2021-01-06;4614.27
2021-01-27;338884.96
2021-04-28;29925.89
2021-05-06;29629.6
2021-05-20;10382.12
2021-06-17;9890.04
2021-06-24;6700.48
2021-07-08;350499.98
2021-07-19;355691.04
2021-08-20;19900.0
2021-08-23;11489.0
2022-04-18;324308.02
2022-05-23;39800.0
2022-05-24;200.0
2022-06-17;59938.45
2022-06-24;5191.06
2022-07-04;59345.0
2022-07-29;58520.0
2022-09-06;5191.06
2022-09-12;9661.14
2022-10-14;8147.1
2022-11-14;5191.08
2022-12-22;44100.6
2023-01-02;49380.0
2023-01-12;27017.67
2023-03-21;596996.73
2023-04-11;2915.84
2023-04-13;24298.56
2023-04-25;4535.73
2023-05-25;8787.97
2023-06-07;13607.16
2023-06-27;49761.0
2023-06-28;60239.0
2023-07-12;13607.15
2023-07-31;29688.0
2023-08-25;1417.41
2023-09-12;1903.39
2023-09-19;2632.33
2023-11-10;126306.29
2023-11-14;7168.08
2023-11-20;116.0
2023-11-21;61857.96
2023-11-27;2477.66
2023-12-05;1189.62
2024-01-03;32899.12
2024-01-04;835.24
2024-01-15;2376480.0
2024-03-11;217827.44
2024-04-30;36569.34
2024-05-28;13900.3
2024-06-10;15120.51
2024-06-13;242.98
2024-07-08;2678.62
2024-07-11;11990.22
2024-07-15;170000.0
2024-08-08;7525.57
2024-08-09;146.0
2024-08-12;33818.43
2024-08-27;30960.0
2024-09-02;8631.22
2024-09-03;50016.0
2024-09-19;2535.12
2024-09-23;11240.83
2024-11-11;13046.09
2024-11-12;84440.0
2024-11-19;49761.0
2024-11-20;8056.1
2024-11-26;21792.0
2024-11-29;2614.86
2024-12-03;13655.5
2024-12-30;1865.46
2024-12-31;9742.05
2025-01-07;14087.72
2025-03-27;34524.89
2025-04-15;119048.16
2025-04-17;190281.54
2025-05-14;2847.62
2025-05-16;545.28
2025-05-19;11309.81
2025-06-20;2278.1
2025-06-23;17436.68
2025-07-02;210.0
2025-07-03;48787.9
