date;montant
2023-04-13;138474.0
2023-04-20;395690.0
2023-04-26;500000.0
2023-05-02;23200.0
2023-05-10;593760.0
2023-05-12;198000.0
2023-05-16;79000.0
2023-06-01;5800.0
2023-06-26;5800.0
2023-06-27;97999.11
2023-07-14;2796480.0
2023-07-18;5940.0
2023-07-21;139104.0
2023-07-31;5800.0
2023-09-01;5800.0
2023-10-02;5800.0
2023-10-31;5800.0
2023-12-01;5800.0
2023-12-26;5800.0
2024-05-10;55192.94
2024-05-17;8895.93
2024-05-30;64000.0
2024-05-31;7200.0
2024-06-10;4295.0
2024-06-11;98785.0
2024-06-14;12800.0
2024-07-01;110000.0
2024-07-05;7020.0
2024-07-29;12800.0
2024-08-06;173184.08
2024-08-27;169400.28
2024-09-02;12800.0
2024-09-26;12800.0
2024-10-15;7020.0
2024-10-17;144660.0
2024-10-29;12800.0
2024-11-14;241539.71
