date;montant
2020-07-27;12000.0
2020-08-17;11760.0
2020-10-16;288000.0
2020-12-21;50076.12
2020-12-28;3090.35
2021-01-04;15420.0
2021-02-19;279756.16
2021-05-11;169800.0
2021-05-31;4969.2
2021-06-11;4920.0
2021-07-19;4711.8
2021-09-13;18996.71
2021-09-20;8052.0
2022-02-02;552239.69
2022-08-03;3323.21
2022-11-17;8850.0
2023-01-02;32294.52
2023-01-31;635511.77
2023-03-02;237500.0
2023-04-03;30000.0
2023-04-20;11910.51
2023-09-12;5221.4
2023-09-13;10278.6
2023-10-13;4800.0
2023-12-07;27.33
2023-12-08;6031.06
2023-12-27;6096.0
2024-01-10;33633.03
2024-02-06;452870.97
2024-10-01;30000.0
2024-10-14;10000.0
2024-12-31;3240.0
2025-01-07;1077.03
2025-01-08;15189.96
2025-02-11;355845.04
2025-03-24;70000.0
2025-06-20;1152.0
