date;montant
2020-02-14;160000.0
2020-02-24;10000.0
2020-03-02;66560.0
2020-03-09;2441.52
2020-03-24;212085.87
2020-03-26;15000.0
2020-03-27;1361813.28
2020-03-30;80400.0
2020-04-07;956491.8
2020-04-14;192556.0
2020-04-20;214836.0
2020-04-22;44740.92
2020-04-23;321559.8
2020-04-27;95030.06
2020-04-29;102907.14
2020-05-05;203975.0
2020-05-06;30562.39
2020-05-08;35880.0
2020-05-12;1167058.7
2020-05-13;5000.0
2020-05-21;10000.0
2020-05-22;10479707.02
2020-05-26;935104.31
2020-05-27;392667.68
2020-05-29;1312144.2
2020-06-01;246027.88
2020-06-03;1081078.27
2020-06-04;150072.1
2020-06-09;947.79
2020-06-19;43800.0
2020-06-23;1225373.4
2020-06-29;1220.76
2020-07-06;798.23
2020-07-10;134799.56
2020-07-14;1033662.87
2020-07-21;10000.0
2020-07-22;53600.0
2020-07-23;233781.93
2020-07-24;24000.0
2020-07-28;1610165.54
2020-07-29;4833088.99
2020-08-03;887148.43
2020-08-06;453308.32
2020-08-11;261567.6
2020-08-13;454845.48
2020-08-27;906938.1
2020-09-04;2431.26
2020-09-08;4896.0
2020-09-10;850150.5
2020-09-22;8821.57
2020-09-28;10000.0
2020-09-29;53600.0
2020-10-01;208978.09
2020-10-06;591224.98
2020-10-12;208511.14
2020-10-14;1044333.86
2020-10-16;51029.64
2020-10-26;72060.0
2020-10-27;44522.33
2020-10-28;569951.64
2020-11-04;3085523.18
2020-11-05;159000.0
2020-11-17;166471.2
2020-11-19;93722.24
2020-11-23;53664.0
2020-11-26;34130.64
2020-11-30;5760.0
2020-12-08;64850.59
2020-12-18;502303.15
2020-12-21;21103.28
2020-12-23;84000.84
2020-12-25;39750.0
2020-12-28;77800.0
2020-12-30;402652.38
2020-12-31;1436057.51
2021-01-04;111876.48
2021-01-08;397163.0
2021-01-12;869327.64
2021-01-14;336360.69
2021-01-22;1600.0
2021-02-05;100000.0
2021-02-12;866531.84
2021-03-08;2367.27
2021-03-18;197940.0
2021-03-26;15000.0
2021-03-29;72600.0
2021-03-31;1157571.13
2021-04-07;139956.1
2021-04-08;82012.98
2021-04-12;1407.6
2021-04-13;241242.24
2021-05-03;4997.25
2021-05-05;65690.0
2021-05-07;70000.0
2021-05-10;88152.0
2021-05-12;402557.64
2021-05-17;84067.08
2021-05-26;373824.14
2021-06-04;209636.1
2021-06-10;260392.0
2021-06-11;60240.0
2021-06-16;39705.22
2021-06-17;16545.63
2021-06-22;15000.0
2021-06-23;357852.0
2021-06-24;181366.65
2021-06-25;18000.0
2021-06-28;46980.0
2021-06-30;197138.4
2021-07-02;10000.0
2021-07-05;4980.0
2021-07-06;979230.89
2021-07-07;323751.48
2021-07-14;36000.0
2021-07-19;59983.44
2021-07-20;121672.32
2021-07-23;10641.82
2021-07-27;199000.0
2021-07-28;746969.79
2021-07-29;185327.86
2021-08-02;14251.2
2021-08-04;47690.0
2021-08-05;57432.24
2021-08-09;329013.7
2021-08-11;332676.49
2021-08-16;100000.0
2021-08-26;4800.0
2021-08-27;602409.26
2021-08-30;10000.0
2021-08-31;72680.0
2021-09-01;39600.0
2021-09-08;286171.31
2021-09-13;208938.04
2021-09-30;1166.67
2021-10-01;6253.35
2021-10-13;552570.88
2021-10-27;1407512.23
2021-10-28;208974.34
2021-11-19;285465.6
2021-11-25;455.78
2021-11-26;2519.23
2021-12-14;84277.2
2021-12-20;10.94
2021-12-23;909706.5
2021-12-27;14017.95
2021-12-28;437245.48
2022-01-05;1217525.15
2022-01-07;714713.0
2022-01-12;600.0
2022-01-13;1000000.0
2022-01-17;566306.18
2022-01-19;1560.0
2022-01-21;37200.0
2022-01-24;361154.0
2022-01-31;140000.0
2022-02-22;80000.0
2022-02-25;744494.95
2022-02-28;198180.0
2022-03-16;746.46
2022-03-31;13200.0
2022-04-01;734247.0
2022-04-13;51791.04
2022-04-14;190453.21
2022-04-20;44064.33
2022-04-21;1471.59
2022-04-28;75604.62
2022-04-29;382752.13
2022-05-06;20000.0
2022-05-09;19407.75
2022-05-16;221325.51
2022-05-24;968.98
2022-05-25;166471.2
2022-05-27;330651.35
2022-06-01;63444.0
2022-06-03;108500.0
2022-06-08;404934.83
2022-06-14;22680.0
2022-06-15;19720.8
2022-06-17;902195.1
2022-06-20;211020.0
2022-06-27;116800.0
2022-06-28;4222740.0
2022-06-29;215284.8
2022-06-30;130000.0
2022-07-01;353755.76
2022-07-06;19415.55
2022-07-08;339100.99
2022-08-01;80000.0
2022-08-02;78000.0
2022-08-03;41500.0
2022-08-04;59784.0
2022-08-12;16713.65
2022-08-25;2500.0
2022-08-26;3710.88
2022-08-31;139440.0
2022-09-07;139759.2
2022-09-09;189050.0
2022-09-12;186175.32
2022-09-13;343204.63
