date;montant
2020-02-21;115500.0
2020-02-25;122500.0
2020-04-07;909561.6
2020-04-14;680128.51
2020-04-23;14580.0
2020-05-04;53918.35
2020-05-07;142440.0
2020-05-11;29688.0
2020-05-14;583476.8
2020-05-18;39600.0
2020-05-20;25000.0
2020-05-21;252544.0
2020-05-26;51800.0
2020-05-28;54518.4
2020-06-04;91020.0
2020-06-11;60000.0
2020-06-15;102240.0
2020-06-18;36000.0
2020-06-22;76133.54
2020-06-24;812940.0
2020-07-07;1118472.44
2020-07-13;811883.52
2020-07-16;193802.4
2020-07-17;1362205.8
2020-07-27;14580.0
2020-08-03;1603221.76
2020-08-05;105317.56
2020-08-13;55428.0
2020-08-19;30408.75
2020-08-24;742160.29
2020-09-21;130000.0
2020-09-29;8449338.0
2020-09-30;223915.55
2020-10-09;835832.06
2020-10-14;159816.0
2020-10-20;902412.0
2020-10-23;49800.0
2020-10-27;67500.0
2020-11-02;28440.0
2020-11-05;759709.2
2020-11-12;608100.0
2020-11-19;1179600.0
2020-11-23;750920.0
2020-12-07;8100.0
2020-12-08;1734897.48
2020-12-09;1498111.04
2020-12-10;133500.0
2020-12-11;28800.0
2020-12-14;23400.0
2020-12-15;795600.0
2020-12-17;2457279.54
2020-12-18;150470.64
2020-12-24;28116.0
2020-12-31;4610993.16
2021-01-04;2217429.24
2021-01-05;4350340.96
2021-01-06;301733.6
2021-01-07;65761.2
2021-01-12;192520.98
2021-01-13;2909700.0
2021-01-21;336690.0
2021-02-04;9000.0
2021-02-22;472343.55
2021-04-07;186027.24
2021-04-08;155528.22
2021-04-16;1866727.04
2021-04-20;1176923.52
2021-04-21;133751.59
2021-04-22;127000.0
2021-04-23;144000.0
2021-04-28;964056.0
2021-05-05;94000.0
2021-05-06;43000.0
2021-05-07;498225.54
2021-05-19;61336.8
2021-05-20;55440.0
2021-05-25;30731.7
2021-05-31;2700.0
2021-06-03;84755.0
2021-06-04;74820.0
2021-06-08;63748.86
2021-06-09;1500.0
2021-06-17;139240.0
2021-06-18;38000.0
2021-06-22;110000.0
2021-06-25;402327.13
2021-07-02;119688.0
2021-07-12;400000.0
2021-07-14;2477218.51
2021-07-19;38440.0
2021-07-26;1692.0
2021-08-02;69168.0
2021-08-12;7029.0
2021-08-17;894764.0
2021-08-19;7224.0
2021-08-23;30780.0
2021-09-08;6000.0
2021-09-15;39600.0
2021-09-20;51500.0
2021-09-23;247200.0
2021-09-27;1111858.0
2021-10-01;69240.0
2021-10-04;134524.8
2021-10-06;1982637.88
2021-10-11;74496.0
2021-10-13;487788.0
2021-10-15;45414.0
2021-10-25;50050.0
2021-10-27;21600.0
2021-10-28;68622.0
2021-10-29;150803.4
2021-11-04;387021.6
2021-11-09;307800.0
2021-11-10;111698.0
2021-11-15;36000.0
2021-11-23;28440.0
2021-11-24;844709.18
2021-11-30;47621.31
2021-12-03;19800.0
2021-12-14;83280.0
2021-12-15;335000.0
2021-12-17;11715.0
2021-12-23;163329.0
2021-12-24;1402900.0
2021-12-27;42000.0
2021-12-28;228020.0
2021-12-30;4937085.0
2021-12-31;825624.8
2022-01-04;70503.6
2022-01-05;618806.64
2022-01-07;2851052.69
2022-01-10;66260.0
2022-01-31;316690.0
2022-02-28;6000.0
2022-03-15;874517.95
2022-03-21;10260.0
2022-03-25;101500.0
2022-03-29;30000.0
2022-03-30;89000.0
2022-04-01;48000.0
2022-04-05;1105211.52
2022-04-07;1284785.42
2022-04-12;41159.16
2022-04-14;125000.0
2022-04-15;232200.0
2022-04-18;3900.0
2022-04-20;31917.61
2022-04-21;16697.73
2022-04-25;234800.0
2022-04-27;26997.3
2022-05-04;29000.0
2022-05-05;110000.0
2022-05-10;30000.0
2022-05-11;63500.0
2022-05-13;25500.0
2022-05-17;269000.0
2022-05-19;17640.0
2022-05-25;177642.0
2022-06-10;39240.0
2022-06-13;92880.0
2022-06-21;400000.0
2022-06-27;92160.0
2022-06-30;2529.6
2022-07-06;2291974.27
2022-07-07;80483.36
2022-08-03;96160.53
2022-08-04;10368.0
2022-08-05;16360.0
2022-08-09;160490.0
2022-08-15;300000.0
2022-08-26;1150844.0
2022-09-01;108500.0
2022-09-02;78000.0
2022-09-06;6302.0
2022-09-08;29700.0
2022-09-14;85083.6
2022-09-20;144720.0
2022-09-23;1223720.0
2022-10-03;51000.0
2022-10-04;118500.0
2022-10-05;7680.0
2022-10-06;2964861.88
2022-10-13;1703280.0
2022-10-14;150000.0
2022-10-17;104849.48
2022-10-19;34222.44
2022-10-25;55500.0
2022-10-27;40800.0
2022-10-31;0.37
2022-11-04;601906.88
2022-11-07;55660.0
2022-11-25;3000.0
2022-11-28;1824450.52
2022-11-29;44238.0
2022-11-30;78600.0
2022-12-06;662988.0
2022-12-07;74.62
2022-12-14;26160.0
2022-12-20;2169000.0
2022-12-28;56616.0
2022-12-30;747484.25
2023-01-02;5466790.8
2023-01-03;124453.6
2023-01-05;1675599.84
2023-01-06;5651942.11
2023-01-09;227790.0
2023-01-10;106679.0
2023-01-12;294750.0
2023-01-13;415769.89
2023-02-27;627640.52
2023-02-28;162000.0
2023-03-06;114500.0
2023-03-07;59000.0
2023-03-10;200000.0
2023-03-13;61000.0
2023-03-14;198000.0
2023-04-03;1236565.65
2023-04-05;84552.0
2023-04-06;1477407.52
2023-04-10;403900.0
2023-04-11;148320.0
2023-04-13;779175.51
2023-04-17;23100.0
2023-04-19;400000.0
2023-04-20;1858705.65
2023-05-03;2288224.8
