date;montant
2020-03-02;944180.0
2020-03-16;8940.0
2020-03-23;143258.4
2020-03-25;32400.0
2020-03-30;39480.0
2020-04-02;197064.0
2020-04-03;827213.67
2020-04-10;890746.32
2020-04-14;84060.0
2020-04-16;175938.44
2020-04-20;66071.75
2020-04-24;266103.6
2020-07-14;96813.0
2020-07-16;252033.6
2020-07-24;21088.8
2020-07-27;266103.6
2020-08-17;21226.8
2020-08-25;7200.0
2020-09-21;600057.12
2020-09-25;236958.97
2020-10-01;25920.0
2020-10-06;19800.0
2020-10-09;617740.32
2020-10-14;367650.0
2020-11-19;56187.6
2020-12-07;138504.0
2020-12-09;381924.0
2020-12-15;82800.0
2020-12-21;579862.16
2020-12-23;80618.4
2020-12-24;3552.0
2020-12-28;99992.4
2021-01-05;252033.6
2021-01-07;502670.9
2021-04-07;35000.0
2021-04-29;20000.0
2021-05-10;56892.0
2021-05-31;4368.0
2021-06-07;25000.0
2021-06-14;239036.0
2021-06-17;462267.7
2021-06-21;49430.4
2021-06-24;248329.2
2021-06-28;43200.0
2021-07-12;1104822.12
2021-07-13;312397.2
2021-08-16;663800.0
2021-08-23;17808.0
2021-09-01;266103.6
2021-09-02;250260.18
2021-09-17;3600.0
2021-09-20;310749.67
2021-09-24;178292.28
2021-09-27;30924.0
2021-09-30;426716.83
2021-10-18;156693.62
2021-10-29;74329.2
2021-11-03;268852.8
2021-11-15;9926.46
2021-11-17;36983.32
2021-11-24;94056.0
2021-11-26;35000.0
2021-12-03;45204.0
2021-12-07;39580.8
2021-12-09;253383.23
2021-12-21;92806.12
2021-12-30;256538.28
2022-01-04;559340.8
2022-01-12;1698845.16
2022-05-04;185000.0
2022-05-05;388100.16
2022-05-16;40000.0
2022-05-18;276445.95
2022-05-23;35000.0
2022-05-30;25000.0
2022-06-03;117600.0
2022-06-09;39598.32
2022-06-13;19799.4
2022-06-23;25920.0
2022-07-01;29760.0
2022-07-05;460587.83
2022-07-07;140796.54
2022-07-12;61989.72
2022-07-13;509205.96
2022-07-15;9180.0
2022-07-25;145165.2
2022-07-26;288517.5
2022-08-11;90.64
2022-08-16;53.07
2022-08-22;1660608.37
2022-08-24;317533.04
2022-08-29;44112.0
2022-09-12;42056.4
2022-09-20;748491.2
2022-09-23;83262.0
2022-09-29;397182.24
2022-10-05;66300.0
2022-10-06;167724.84
2022-10-12;16812.0
2022-10-14;49764.0
2022-10-17;446566.6
2022-10-20;19800.0
2022-10-26;19799.52
2022-10-28;9324.0
2022-11-01;401546.88
2022-11-22;120853.08
2022-11-23;83460.0
2022-11-28;28260.0
2022-11-30;513475.54
2022-12-12;20040.0
2022-12-15;8736.0
2022-12-16;53409.6
2022-12-20;29323.2
2022-12-21;216.96
2022-12-26;349560.0
2022-12-30;197760.0
2023-01-02;157064.0
2023-01-04;422123.04
2023-01-06;362059.59
2023-01-10;594460.62
2023-01-13;76380.0
2023-01-17;954548.89
2023-01-27;46850.34
2023-04-13;115000.0
2023-04-20;469628.88
2023-04-27;11712.0
2023-05-02;158580.0
2023-05-12;298638.56
2023-05-22;392817.6
2023-06-01;491109.06
2023-06-07;26820.0
2023-06-09;241440.0
2023-06-13;30.0
2023-06-14;215970.0
2023-07-04;137.0
2023-07-05;822611.0
2023-07-10;46920.0
2023-07-12;392412.38
2023-07-24;942150.0
2023-07-26;906779.81
2023-08-16;75132.0
2023-08-18;349559.62
2023-08-23;34797.12
2023-08-28;19797.6
2023-09-05;49800.0
2023-09-13;19800.0
2023-09-15;69900.0
2023-09-20;19080.0
2023-09-25;397182.24
2023-10-02;413791.44
2023-10-05;75696.0
2023-10-06;103710.0
2023-10-17;396724.6
2023-10-24;47472.3
2023-10-30;54000.0
2023-11-01;126048.0
2023-11-03;10452.0
2023-11-17;38610.0
2023-11-21;406946.88
2023-11-22;188677.2
2023-11-23;60960.0
2023-11-24;31570.0
2023-11-27;407572.09
2023-11-28;138517.83
2023-11-29;14520.0
2023-11-30;7200.0
2023-12-12;10680.0
2023-12-20;890280.0
2023-12-22;229836.0
2023-12-25;197876.78
2024-01-03;148798.8
2024-01-05;931241.4
2024-01-08;1157872.32
2024-01-09;2054.4
2024-01-12;436305.42
2024-01-15;335901.1
2024-03-01;50000.0
2024-03-11;20000.0
2024-04-15;916901.58
2024-05-03;7705.2
2024-05-21;259962.06
2024-05-24;66798.15
2024-05-27;11462.16
2024-06-25;40.0
2024-06-26;204960.0
2024-07-01;136.0
2024-07-02;674864.0
2024-07-08;315585.54
2024-07-10;19788.0
2024-07-11;65793.27
2024-07-12;37192.93
2024-07-15;260350.53
2024-07-17;66306.0
2024-08-05;33438.82
2024-08-06;253271.78
2024-08-09;90467.91
2024-08-12;682923.19
2024-08-13;347534.46
2024-08-19;284822.4
2024-10-08;37455.84
2024-10-15;19232.4
2024-10-18;50760.0
2024-10-29;31380.0
2024-11-11;21195.0
2024-11-12;34125.0
2024-11-27;70760.11
2024-11-28;609442.8
2024-11-29;72960.0
2024-12-03;19740.0
2024-12-06;219326.4
2024-12-16;4250.0
2024-12-17;321862.51
2024-12-20;123240.0
2024-12-24;50193.36
2024-12-25;351353.52
2024-12-27;1800204.0
2024-12-29;3877.5
2024-12-30;440249.32
2025-01-08;44783.44
2025-01-09;380111.82
2025-01-10;381716.05
2025-01-13;291737.84
2025-01-16;579005.44
